Organization,Country,Lattitude,Longitude,Industry,Organization_size,Owner,Lead_acquisition_date,Product,Status,Status_sequence,Stage,Stage_sequence,Deal_Value_USD,Probability_pct,Expected_close_date,Actual_close_date,lead_year,lead_month,deal_duration_days,close_delay_days,is_won,is_lost,is_closed,is_open,is_saas,org_size_cat
Schowalter-Jacobs,Netherlands,52.370216,4.895168,Banking and Finance,Small (11-200),Michael Brown,2024-01-14,SAAS,Opportunity,5,Lost,6.0,1271,40,2024-11-29,,2024,2024-01,320,,False,True,True,False,True,Small (11-200)
Parker LLC,Germany,52.520008,13.404954,Transportation & Logistics,Small (11-200),Sarah Davis,2024-05-25,Services,Opportunity,5,Lost,6.0,1011,40,2025-04-04,,2024,2024-05,314,,False,True,True,False,False,Small (11-200)
Youtags,Italy,41.902782,12.496366,Government Administration Healthcare,Micro (1-10),Michael Brown,2024-03-09,Services,Opportunity,5,Lost,6.0,902,40,2024-12-19,,2024,2024-03,285,,False,True,True,False,False,Micro (1-10)
Lemke-Roberts,Switzerland,46.204391,6.143158,Entertainment & Media & Hospitality,Micro (1-10),Kevin Anderson,2024-02-11,Services,Opportunity,5,Lost,6.0,381,40,2024-09-23,,2024,2024-02,225,,False,True,True,False,False,Micro (1-10)
"Smith, Stiedemann and Rowe",Spain,40.416775,-3.70379,Entertainment & Media & Hospitality,Micro (1-10),Emily Johnson,2024-03-24,Custom solution,Opportunity,5,Lost,6.0,274,20,2025-03-04,,2024,2024-03,345,,False,True,True,False,False,Micro (1-10)
"Bogisich, Kuvalis and Herman",France,48.864716,2.349014,Agriculture & Mining,Micro (1-10),John Smith,2024-03-09,Services,Opportunity,5,Lost,6.0,444,70,2025-01-29,,2024,2024-03,326,,False,True,True,False,False,Micro (1-10)
Okuneva-Schumm,Portugal,38.736946,-9.142685,Government Administration Healthcare,Micro (1-10),Laura Thompson,2024-01-31,SAAS,Opportunity,5,Lost,6.0,1041,60,2024-03-25,,2024,2024-01,54,,False,True,True,False,True,Micro (1-10)
Nader-Ortiz,Switzerland,46.204391,6.143158,IT & IT Services,Micro (1-10),Jessica Martinez,2024-04-01,Custom solution,Opportunity,5,Lost,6.0,891,30,2024-12-04,,2024,2024-04,247,,False,True,True,False,False,Micro (1-10)
Goyette LLC,France,48.864716,2.349014,Agriculture & Mining,Micro (1-10),David Wilson,2024-04-24,Services,Opportunity,5,Lost,6.0,273,90,2024-09-25,,2024,2024-04,154,,False,True,True,False,False,Micro (1-10)
Treutel and Sons,Austria,48.210033,16.363449,Transportation & Logistics,Micro (1-10),Laura Thompson,2024-04-26,SAAS,Opportunity,5,Lost,6.0,602,60,2025-04-06,,2024,2024-04,345,,False,True,True,False,True,Micro (1-10)
Murphy Group,Italy,41.902782,12.496366,Government Administration Healthcare,Micro (1-10),Emily Johnson,2024-02-02,SAAS,Opportunity,5,Lost,6.0,419,70,2024-09-30,,2024,2024-02,241,,False,True,True,False,True,Micro (1-10)
Hamill Group,Portugal,38.736946,-9.142685,Transportation & Logistics,Micro (1-10),Michael Brown,2024-02-14,SAAS,Opportunity,5,Lost,6.0,301,40,2025-01-31,,2024,2024-02,352,,False,True,True,False,True,Micro (1-10)
Keeling-Lang,Portugal,38.736946,-9.142685,Construction & Engineering,Micro (1-10),John Smith,2024-03-10,Services,Opportunity,5,Lost,6.0,673,50,2024-11-30,,2024,2024-03,265,,False,True,True,False,False,Micro (1-10)
"MacGyver, Ondricka and McLaughlin",Italy,41.902782,12.496366,Telecommunications,Micro (1-10),Laura Thompson,2024-03-26,Custom solution,Opportunity,5,Lost,6.0,458,20,2024-08-29,,2024,2024-03,156,,False,True,True,False,False,Micro (1-10)
Linklinks,Germany,52.520008,13.404954,Energy & Utilities,Medium (201-500),Michael Brown,2024-05-08,SAAS,Opportunity,5,Lost,6.0,6177,50,2024-08-14,,2024,2024-05,98,,False,True,True,False,True,Medium (201-500)
Larson and Sons,France,48.864716,2.349014,Agriculture & Mining,Medium (201-500),Laura Thompson,2024-01-10,SAAS,Opportunity,5,Lost,6.0,2950,20,2024-06-27,,2024,2024-01,169,,False,True,True,False,True,Medium (201-500)
Bradtke-Stehr,Italy,41.902782,12.496366,Banking and Finance,Medium (201-500),Laura Thompson,2024-01-22,SAAS,Opportunity,5,Lost,6.0,5423,40,2025-01-01,,2024,2024-01,345,,False,True,True,False,True,Medium (201-500)
Bartoletti LLC,Italy,41.902782,12.496366,Recreation & Sports,Medium (201-500),Jessica Martinez,2024-01-20,SAAS,Opportunity,5,Lost,6.0,7277,50,2024-10-14,,2024,2024-01,268,,False,True,True,False,True,Medium (201-500)
Halvorson-Corkery,Italy,41.902782,12.496366,Energy & Utilities,Medium (201-500),David Wilson,2024-01-07,Services,Opportunity,5,Lost,6.0,1133,50,2024-12-01,,2024,2024-01,329,,False,True,True,False,False,Medium (201-500)
"Reynolds, Gottlieb and Prohaska",Switzerland,46.204391,6.143158,Energy & Utilities,Medium (201-500),David Wilson,2024-01-02,SAAS,Opportunity,5,Lost,6.0,6015,40,2024-12-09,,2024,2024-01,342,,False,True,True,False,True,Medium (201-500)
"Rempel, Senger and Schimmel",Netherlands,52.370216,4.895168,Agriculture & Mining,Medium (201-500),Jessica Martinez,2024-05-23,Services,Opportunity,5,Lost,6.0,3264,100,2025-02-01,,2024,2024-05,254,,False,True,True,False,False,Medium (201-500)
"Kunde, Harris and Bernier",Austria,48.210033,16.363449,Retail & Distribution,Medium (201-500),Jessica Martinez,2024-04-15,Services,Opportunity,5,Lost,6.0,2913,40,2024-10-04,,2024,2024-04,172,,False,True,True,False,False,Medium (201-500)
D'Amore-Pacocha,Italy,41.902782,12.496366,Retail & Distribution,Medium (201-500),Jessica Martinez,2024-02-02,SAAS,Opportunity,5,Lost,6.0,3059,70,2024-09-07,,2024,2024-02,218,,False,True,True,False,True,Medium (201-500)
Mante-Toy,Portugal,38.736946,-9.142685,Government Administration Healthcare,Medium (201-500),Laura Thompson,2024-05-21,SAAS,Opportunity,5,Lost,6.0,7763,30,2024-10-22,,2024,2024-05,154,,False,True,True,False,True,Medium (201-500)
Smith-Parisian,Portugal,38.736946,-9.142685,Banking and Finance,Medium (201-500),Laura Thompson,2024-02-06,SAAS,Opportunity,5,Lost,6.0,4052,70,2024-11-25,,2024,2024-02,293,,False,True,True,False,True,Medium (201-500)
Wuckert LLC,Italy,41.902782,12.496366,Entertainment & Media & Hospitality,Medium (201-500),Laura Thompson,2024-02-23,SAAS,Opportunity,5,Lost,6.0,1430,30,2024-10-25,,2024,2024-02,245,,False,True,True,False,True,Medium (201-500)
Murray Inc,Switzerland,46.204391,6.143158,Government Administration Healthcare,Medium (201-500),John Smith,2024-01-20,SAAS,Opportunity,5,Lost,6.0,7438,90,2024-03-28,,2024,2024-01,68,,False,True,True,False,True,Medium (201-500)
"Treutel, Balistreri and Brakus",France,48.864716,2.349014,Banking and Finance,Medium (201-500),Laura Thompson,2024-04-03,Services,Opportunity,5,Lost,6.0,1882,30,2024-07-24,,2024,2024-04,112,,False,True,True,False,False,Medium (201-500)
Paucek LLC,Spain,40.416775,-3.70379,Transportation & Logistics,Medium (201-500),Michael Brown,2024-05-18,Services,Opportunity,5,Lost,6.0,2633,40,2024-06-11,,2024,2024-05,24,,False,True,True,False,False,Medium (201-500)
Flatley Inc,Switzerland,46.204391,6.143158,Professional Services  & Consulting,Medium (201-500),Kevin Anderson,2024-04-28,Services,Opportunity,5,Lost,6.0,7268,70,2025-02-09,,2024,2024-04,287,,False,True,True,False,False,Medium (201-500)
Huel LLC,Belgium,51.260197,4.402771,Entertainment & Media & Hospitality,Medium (201-500),Laura Thompson,2024-04-04,SAAS,Opportunity,5,Lost,6.0,7312,80,2024-09-20,,2024,2024-04,169,,False,True,True,False,True,Medium (201-500)
Strosin-Feeney,Italy,41.902782,12.496366,Government Administration Healthcare,Medium (201-500),David Wilson,2024-04-22,SAAS,Opportunity,5,Lost,6.0,5619,10,2025-02-01,,2024,2024-04,285,,False,True,True,False,True,Medium (201-500)
Lesch-Sporer,Germany,52.520008,13.404954,Banking and Finance,Medium (201-500),Kevin Anderson,2024-01-18,SAAS,Opportunity,5,Lost,6.0,6395,20,2024-11-14,,2024,2024-01,301,,False,True,True,False,True,Medium (201-500)
Steuber-Gibson,Austria,48.210033,16.363449,Transportation & Logistics,Medium (201-500),Jessica Martinez,2024-03-29,Services,Opportunity,5,Lost,6.0,7392,30,2025-02-01,,2024,2024-03,309,,False,True,True,False,False,Medium (201-500)
Grady Inc,Belgium,51.260197,4.402771,Professional Services  & Consulting,Medium (201-500),Sarah Davis,2024-04-15,Custom solution,Opportunity,5,Lost,6.0,3692,20,2025-03-27,,2024,2024-04,346,,False,True,True,False,False,Medium (201-500)
"Jast, Hirthe and Murphy",France,48.864716,2.349014,Government Administration Healthcare,Medium (201-500),Laura Thompson,2024-05-29,SAAS,Opportunity,5,Lost,6.0,6882,30,2025-05-27,,2024,2024-05,363,,False,True,True,False,True,Medium (201-500)
Kulas-Barrows,Italy,41.902782,12.496366,Construction & Engineering,Medium (201-500),Michael Brown,2024-03-28,Services,Opportunity,5,Lost,6.0,7069,30,2024-08-05,,2024,2024-03,130,,False,True,True,False,False,Medium (201-500)
Quitzon Inc,Portugal,38.736946,-9.142685,Retail & Distribution,Medium (201-500),John Smith,2024-02-11,SAAS,Opportunity,5,Lost,6.0,5658,60,2025-01-26,,2024,2024-02,350,,False,True,True,False,True,Medium (201-500)
"Haley, Boyer and Prohaska",Portugal,38.736946,-9.142685,Professional Services  & Consulting,Medium (201-500),Jessica Martinez,2024-03-11,Services,Opportunity,5,Lost,6.0,6364,20,2025-03-10,,2024,2024-03,364,,False,True,True,False,False,Medium (201-500)
Ernser-Schulist,Italy,41.902782,12.496366,Transportation & Logistics,Medium (201-500),Laura Thompson,2024-04-14,Custom solution,Opportunity,5,Lost,6.0,4017,10,2024-09-29,,2024,2024-04,168,,False,True,True,False,False,Medium (201-500)
Considine Inc,Germany,52.520008,13.404954,Transportation & Logistics,Large (501-1000),Laura Thompson,2024-04-11,Custom solution,Opportunity,5,Lost,6.0,14173,50,2025-02-15,,2024,2024-04,310,,False,True,True,False,False,Large (501-1000)
Moen-Beer,France,48.864716,2.349014,Professional Services  & Consulting,Enterprise (1001+),Jessica Martinez,2024-03-29,Services,Opportunity,5,Lost,6.0,4825,90,2024-07-17,,2024,2024-03,110,,False,True,True,False,False,Enterprise (1001+)
"Abernathy, Ward and Boyle",Portugal,38.736946,-9.142685,IT & IT Services,Enterprise (1001+),Laura Thompson,2024-04-17,Services,Opportunity,5,Lost,6.0,18078,40,2025-01-02,,2024,2024-04,260,,False,True,True,False,False,Enterprise (1001+)
Realbridge,Austria,48.210033,16.363449,Agriculture & Mining,Small (11-200),Laura Thompson,2024-05-17,Custom solution,Opportunity,5,Nurturing,3.0,454,50,2024-09-21,,2024,2024-05,127,,False,False,False,True,False,Small (11-200)
Blogtag,Portugal,38.736946,-9.142685,IT & IT Services,Small (11-200),Jessica Martinez,2024-03-14,SAAS,Opportunity,5,Nurturing,3.0,1138,30,2025-01-27,,2024,2024-03,319,,False,False,False,True,True,Small (11-200)
Yacero,France,48.864716,2.349014,Banking and Finance,Small (11-200),Sarah Davis,2024-03-19,Services,Opportunity,5,Nurturing,3.0,1648,30,2024-06-04,,2024,2024-03,77,,False,False,False,True,False,Small (11-200)
Viva,Italy,41.902782,12.496366,IT & IT Services,Small (11-200),David Wilson,2024-03-30,SAAS,Opportunity,5,Nurturing,3.0,804,40,2024-11-22,,2024,2024-03,237,,False,False,False,True,True,Small (11-200)
Jaxworks,France,48.864716,2.349014,Construction & Engineering,Small (11-200),Laura Thompson,2024-05-30,SAAS,Opportunity,5,Nurturing,3.0,1056,40,2024-07-27,,2024,2024-05,58,,False,False,False,True,True,Small (11-200)
Kwideo,Germany,52.520008,13.404954,IT & IT Services,Small (11-200),John Smith,2024-05-10,Services,Opportunity,5,Nurturing,3.0,1440,10,2024-06-17,,2024,2024-05,38,,False,False,False,True,False,Small (11-200)
Geba,Italy,41.902782,12.496366,Government Administration Healthcare,Small (11-200),David Wilson,2024-02-14,SAAS,Opportunity,5,Nurturing,3.0,1572,40,2024-08-02,,2024,2024-02,170,,False,False,False,True,True,Small (11-200)
Gigashots,Germany,52.520008,13.404954,Professional Services  & Consulting,Small (11-200),Michael Brown,2024-03-20,SAAS,Opportunity,5,Nurturing,3.0,1604,50,2024-11-14,,2024,2024-03,239,,False,False,False,True,True,Small (11-200)
Reilly-Bahringer,Italy,41.902782,12.496366,Transportation & Logistics,Small (11-200),Laura Thompson,2024-03-19,SAAS,Opportunity,5,Nurturing,3.0,687,20,2025-02-21,,2024,2024-03,339,,False,False,False,True,True,Small (11-200)
Runolfsson-Rogahn,Spain,40.416775,-3.70379,IT & IT Services,Small (11-200),Michael Brown,2024-05-13,SAAS,Opportunity,5,Nurturing,3.0,1322,20,2024-12-28,,2024,2024-05,229,,False,False,False,True,True,Small (11-200)
Purdy LLC,Portugal,38.736946,-9.142685,Agriculture & Mining,Small (11-200),John Smith,2024-03-26,Services,Opportunity,5,Nurturing,3.0,399,40,2024-09-28,,2024,2024-03,186,,False,False,False,True,False,Small (11-200)
"Terry, Corwin and Harris",Switzerland,46.204391,6.143158,IT & IT Services,Small (11-200),Emily Johnson,2024-04-29,SAAS,Opportunity,5,Nurturing,3.0,904,30,2024-05-25,,2024,2024-04,26,,False,False,False,True,True,Small (11-200)
Stokes LLC,Portugal,38.736946,-9.142685,Banking and Finance,Small (11-200),David Wilson,2024-04-23,SAAS,Opportunity,5,Nurturing,3.0,334,40,2024-07-21,,2024,2024-04,89,,False,False,False,True,True,Small (11-200)
"Graham, Bergnaum and Kreiger",Italy,41.902782,12.496366,Transportation & Logistics,Small (11-200),Laura Thompson,2024-03-17,SAAS,Opportunity,5,Nurturing,3.0,730,70,2024-09-04,,2024,2024-03,171,,False,False,False,True,True,Small (11-200)
Wuckert-Yost,Belgium,51.260197,4.402771,Transportation & Logistics,Small (11-200),Laura Thompson,2024-05-26,SAAS,Opportunity,5,Nurturing,3.0,861,30,2024-09-27,,2024,2024-05,124,,False,False,False,True,True,Small (11-200)
"Schoen, Rohan and Mosciski",France,48.864716,2.349014,Telecommunications,Small (11-200),Jessica Martinez,2024-02-16,Custom solution,Opportunity,5,Nurturing,3.0,540,50,2024-05-28,,2024,2024-02,102,,False,False,False,True,False,Small (11-200)
Morar-Heathcote,Italy,41.902782,12.496366,Retail & Distribution,Small (11-200),Laura Thompson,2024-01-09,Services,Opportunity,5,Nurturing,3.0,1776,40,2024-06-12,,2024,2024-01,155,,False,False,False,True,False,Small (11-200)
"Larkin, Doyle and Corwin",Portugal,38.736946,-9.142685,IT & IT Services,Small (11-200),Laura Thompson,2024-05-04,SAAS,Opportunity,5,Nurturing,3.0,498,80,2024-11-04,,2024,2024-05,184,,False,False,False,True,True,Small (11-200)
Gerhold-Nicolas,Italy,41.902782,12.496366,Banking and Finance,Small (11-200),Sarah Davis,2024-05-19,Services,Opportunity,5,Nurturing,3.0,1992,90,2024-08-06,,2024,2024-05,79,,False,False,False,True,False,Small (11-200)
"Hoeger, Kreiger and Deckow",Portugal,38.736946,-9.142685,Energy & Utilities,Small (11-200),Sarah Davis,2024-02-11,SAAS,Opportunity,5,Nurturing,3.0,1156,40,2024-07-27,,2024,2024-02,167,,False,False,False,True,True,Small (11-200)
O'Reilly-Kerluke,Italy,41.902782,12.496366,Government Administration Healthcare,Small (11-200),John Smith,2024-01-15,Custom solution,Opportunity,5,Nurturing,3.0,404,50,2024-04-05,,2024,2024-01,81,,False,False,False,True,False,Small (11-200)
Labadie LLC,France,48.864716,2.349014,Government Administration Healthcare,Small (11-200),Kevin Anderson,2024-02-15,Services,Opportunity,5,Nurturing,3.0,1883,60,2024-04-24,,2024,2024-02,69,,False,False,False,True,False,Small (11-200)
Brown Group,Italy,41.902782,12.496366,Professional Services  & Consulting,Small (11-200),Jessica Martinez,2024-05-03,Custom solution,Opportunity,5,Nurturing,3.0,1101,10,2024-10-13,,2024,2024-05,163,,False,False,False,True,False,Small (11-200)
Stoltenberg-Kuhn,Switzerland,46.204391,6.143158,Transportation & Logistics,Small (11-200),Jessica Martinez,2024-02-02,Services,Opportunity,5,Nurturing,3.0,299,30,2024-05-04,,2024,2024-02,92,,False,False,False,True,False,Small (11-200)
Huels-Reichert,Belgium,51.260197,4.402771,Agriculture & Mining,Small (11-200),John Smith,2024-05-21,Services,Opportunity,5,Nurturing,3.0,1722,40,2024-09-04,,2024,2024-05,106,,False,False,False,True,False,Small (11-200)
Bailey-O'Conner,Germany,52.520008,13.404954,Retail & Distribution,Small (11-200),Laura Thompson,2024-03-01,Custom solution,Opportunity,5,Nurturing,3.0,330,30,2024-08-29,,2024,2024-03,181,,False,False,False,True,False,Small (11-200)
"Hudson, Spencer and Bahringer",Switzerland,46.204391,6.143158,Transportation & Logistics,Small (11-200),David Wilson,2024-02-03,Custom solution,Opportunity,5,Nurturing,3.0,994,20,2024-06-22,,2024,2024-02,140,,False,False,False,True,False,Small (11-200)
"Howell, McCullough and Wuckert",Switzerland,46.204391,6.143158,Retail & Distribution,Small (11-200),David Wilson,2024-03-30,Services,Opportunity,5,Nurturing,3.0,927,80,2024-12-24,,2024,2024-03,269,,False,False,False,True,False,Small (11-200)
"Crona, Bashirian and Armstrong",Germany,52.520008,13.404954,IT & IT Services,Small (11-200),Laura Thompson,2024-05-15,SAAS,Opportunity,5,Nurturing,3.0,1155,50,2025-03-24,,2024,2024-05,313,,False,False,False,True,True,Small (11-200)
"Veum, Steuber and Blick",Germany,52.520008,13.404954,Education & Science,Small (11-200),Sarah Davis,2024-02-17,SAAS,Opportunity,5,Nurturing,3.0,735,50,2024-04-07,,2024,2024-02,50,,False,False,False,True,True,Small (11-200)
Torp-Krajcik,Switzerland,46.204391,6.143158,Recreation & Sports,Small (11-200),Michael Brown,2024-01-24,Custom solution,Opportunity,5,Nurturing,3.0,459,90,2024-03-28,,2024,2024-01,64,,False,False,False,True,False,Small (11-200)
Dach LLC,Italy,41.902782,12.496366,Government Administration Healthcare,Small (11-200),Jessica Martinez,2024-05-13,SAAS,Opportunity,5,Nurturing,3.0,492,60,2024-11-27,,2024,2024-05,198,,False,False,False,True,True,Small (11-200)
Carter-Blick,Switzerland,46.204391,6.143158,Professional Services  & Consulting,Small (11-200),Laura Thompson,2024-03-11,Custom solution,Opportunity,5,Nurturing,3.0,1115,10,2024-08-22,,2024,2024-03,164,,False,False,False,True,False,Small (11-200)
Klocko-Lindgren,Portugal,38.736946,-9.142685,Education & Science,Small (11-200),Emily Johnson,2024-04-02,SAAS,Opportunity,5,Nurturing,3.0,935,30,2024-12-31,,2024,2024-04,273,,False,False,False,True,True,Small (11-200)
"Koepp, Bosco and Hodkiewicz",Spain,40.416775,-3.70379,Professional Services  & Consulting,Small (11-200),Laura Thompson,2024-01-29,SAAS,Opportunity,5,Nurturing,3.0,847,30,2024-05-05,,2024,2024-01,97,,False,False,False,True,True,Small (11-200)
Ratke and Sons,Austria,48.210033,16.363449,Transportation & Logistics,Small (11-200),David Wilson,2024-01-06,Services,Opportunity,5,Nurturing,3.0,1738,50,2024-07-13,,2024,2024-01,189,,False,False,False,True,False,Small (11-200)
"Hudson, Bergnaum and Gerlach",Italy,41.902782,12.496366,Entertainment & Media & Hospitality,Small (11-200),John Smith,2024-01-11,SAAS,Opportunity,5,Nurturing,3.0,784,50,2024-03-23,,2024,2024-01,72,,False,False,False,True,True,Small (11-200)
Lynch-Gulgowski,France,48.864716,2.349014,Retail & Distribution,Small (11-200),Laura Thompson,2024-01-02,Custom solution,Opportunity,5,Nurturing,3.0,832,20,2024-12-25,,2024,2024-01,358,,False,False,False,True,False,Small (11-200)
